No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
82,5,12,ピュアリー・ブルーム,0,0,500,2000,自身の宝具の威力が毎ターン5%アップ(最大40%),自身の宝具の威力が毎ターン5%アップ(最大50%)[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,5,12,アルトリアの星,0,0,500,2000,自身にガッツ状態を付与(1回・HP1回復)＆弱体耐性を5%アップ,自身にガッツ状態を付与(1回・HP1回復)＆弱体耐性を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,3,5,正射必中,0,0,200,1000,自身に必中状態を付与＆クリティカル威力を3%アップ,自身に必中状態を付与＆クリティカル威力を5%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,4,9,みこっと！花嫁修業,600,2250,0,0,自身に毎ターン確率でHP750回復状態を付与,自身に毎ターン確率でHP1000回復状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
86,5,12,紅蓮なり影の国,400,1600,250,1000,自身に与ダメージプラス状態を付与(毎ターン効果アップ・最大＋1000),自身に与ダメージプラス状態を付与(毎ターン効果アップ・最大＋1200)[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
87,4,9,概念礼装EXPカード：謎の物質α,0,-,0,-,"効果なし (EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,3,5,概念礼装EXPカード：謎の物質β,0,-,0,-,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
89,3,5,柳洞寺,160,800,100,500,自身の宝具の威力を10%アップ&NPを20%チャージした状態でバトルを開始する,自身の宝具の威力を15%アップ&NPを30%チャージした状態でバトルを開始する[最大開放],,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
90,3,5,魔力計,0,0,200,1000,自身に〔キャスター〕クラスへの特攻状態を8%付与,自身に〔キャスター〕クラスへの特攻状態を10%付与[最大開放],,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,3,5,愛の霊薬,160,800,100,500,自身の魅了付与成功率を12%アップする,自身の魅了付与成功率を15%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
92,3,5,シュトルヒリッター,0,0,200,1000,〔バーサーカー〕クラスが装備した場合宝具威力を15%アップ,〔バーサーカー〕クラスが装備した場合宝具威力を25%アップ[最大開放],,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
93,3,5,阿蘭若,0,0,200,1000,自身のArtsカードの性能を15%アップする(3ターン),自身のArtsカードの性能を20%アップする(3ターン)[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
94,3,5,モータード・キュイラッシェ,0,0,200,1000,自身に〔ライダー〕クラスへの特攻状態を8%付与,自身に〔ライダー〕クラスへの特攻状態を10%付与[最大開放],,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95,3,5,ライオンのぬいぐるみ,300,1500,0,0,自身が退場時に味方のHP800回復,自身が退場時に味方のHP1000回復[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-
96,3,5,ルーの光輪,300,1500,0,0,自身のスタン耐性を25%アップ,自身のスタン耐性を30%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,5,12,聖者の依代,400,1600,250,1000,自身に弱体無効状態(3回)を付与＆NP獲得量を15%アップ,自身に弱体無効状態(3回)を付与＆NP獲得量を20%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-
98,4,9,千年黄金樹,600,2250,0,0,自身に最大HP上昇効果を毎ターン付与(毎ターン+200・最大+3000),自身に最大HP上昇効果を毎ターン付与(毎ターン+300・最大+3000)[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-
99,4,5,英霊肖像：マシュ・キリエライト,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
100,4,5,英霊肖像：アルトリア・ペンドラゴン,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
101,4,5,英霊肖像：ジャンヌ・ダルク,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
102,4,5,英霊肖像：アルテラ,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
103,4,5,英霊肖像：アルジュナ,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
104,4,5,英霊肖像：スカサハ,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
105,4,5,英霊肖像：牛若丸,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
106,4,5,英霊肖像：ヘンリー・ジキル＆ハイド,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
107,4,5,英霊肖像：メフィストフェレス,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
108,4,5,英霊肖像：ダレイオス三世,-,500,-,500,-,クエストクリア時に得られる絆を50増やす,期間限定マナプリ交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
109,3,5,涙のバレンタイン道場,0,0,200,1000,自身に必中状態付与＆毎ターンNP3%獲得状態を付与＆魅了耐性が10%ダウン【デメリット】,自身に必中状態付与＆毎ターンNP3%獲得状態を付与＆魅了耐性が5%ダウン【デメリット】[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-
110,4,9,キッチン☆パティシエール,320,1200,200,750,自身のスター発生率を15%アップ＆NP獲得量を15%アップ,自身のスター発生率を20%アップ＆NP獲得量を20%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
111,5,12,ストリート・チョコメイド,400,1600,250,1000,自身のArtsカード性能を10%アップ＆Quickカード性能を10%アップ＆HP回復量を20%アップ,自身のArtsカード性能を15%アップ＆Quickカード性能を15%アップ＆HP回復量を30%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-
112,5,12,メルティ・スイートハート,750,3000,0,0,自身の〔男性〕に対する防御力を100%アップする(3回)＆スター発生率を10%アップ,自身の〔男性〕に対する防御力を100%アップする(3回)＆スター発生率を20%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,4,3,カルデアスタンダード,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マシュ・キリエライト）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
114,4,3,クラウンセイバー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
115,4,3,クラウンセイバー・モルガン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
116,4,3,牧場のチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン〔リリィ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
117,4,3,皇帝チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ネロ・クラウディウス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
118,4,3,エンローバーフォトン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルテラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
119,4,3,マキシム・ド・シュヴァリエ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（シュヴァリエ・デオン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
120,4,3,ヴィクトリーローズ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ブーディカ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
121,4,3,八つ橋チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（沖田総司）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
122,4,3,ストロベリーサンダークランチチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（モードレッド）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
123,4,3,五月の風,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ネロ・クラウディウス〔ブライド〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
124,4,3,アップル・アロー・チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アタランテ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
125,4,3,へびチョコ（てきとう）,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エウリュアレ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
126,4,3,タスケテ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（オリオン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
127,4,3,是非もないチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（織田信長）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
128,4,3,たこたこメイデン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エリザベート・バートリー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
129,4,3,ビター・ピッチブラック,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（スカサハ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
130,4,3,ワールドエンド・ホワイト,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
131,4,3,氷の叡智チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ブリュンヒルデ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
132,4,3,ブランドチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メドゥーサ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
133,4,3,名刀薄緑チョコ風味,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（牛若丸）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
134,4,3,王家の白馬,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マリー・アントワネット）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
135,4,3,手作りクッキーと物体X,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マルタ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
136,4,3,ジョッキボンボン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（フランシス・ドレイク）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
137,4,3,トレジャー・チョコレート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アン・ボニー＆メアリー・リード）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
138,4,3,クリスマスの思い出,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン〔サンタオルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
139,4,3,メリー☆メリー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メディア）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
140,4,3,カボチャメイデン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エリザベート・バートリー〔ハロウィン〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
141,4,3,ショコラ・ジュエル,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メディア〔リリィ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
142,4,3,重箱洋菓子九重巡り,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（玉藻の前）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
143,4,3,パウダー・シュガー・スノー・テイル,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ナーサリー・ライム）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
144,4,3,へびチョコ（愛を込めて）,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ステンノ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
145,4,3,ドスチョコ・ビター,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（荊軻）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
146,4,3,ジャワより愛をこめて,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マタ・ハリ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
147,4,3,ブラッドルビー・チョコレート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（カーミラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
148,4,3,おかあさんへ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ジャック・ザ・リッパー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
149,4,3,ドゥ・スタリオンチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（謎のヒロインＸ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
150,4,3,リボン付清姫,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（清姫）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
151,4,3,ワンダフル・ライフ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（タマモキャット）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
152,4,3,ヘキサゴン・チョコボルト,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（フランケンシュタイン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
